"","V1","V2","V3","V4","V5"
"c..Name....CriticRate....CriticNum....UserRate....UserNum..","Name","CriticRate","CriticNum","UserRate","UserNum"
"cur15_sta.2119","Magician's Apprentice","NA","0","NA","0"
"cur15_sta.2120","Combat Cats","NA","0","NA","0"
"cur15_sta.2121","Ramayana","NA","0","NA","0"
"cur15_sta.2122","My Paper Boat","NA","0","NA","0"
"cur15_sta.2123","Machineers - Episode 1: Tivoli Town","NA","0","NA","0"
"cur15_sta.2124","Aveyond 3-4: The Darkthrop Prophecy","NA","0","NA","0"
"cur15_sta.2125","SuperBike TT","NA","0","NA","0"
"cur15_sta.2126","Robot Exploration Squad","NA","0","NA","0"
"cur15_sta.2127","BattleQuiz","NA","0","NA","0"
"cur15_sta.2128","Robbery Bob: Man of Steal","NA","0","NA","0"
"cur15_sta.2129","TAKEN","NA","
                                2
                            ","
1.9
    ","7 Ratings"
"cur15_sta.2130","TREBUCHET","NA","0","NA","0"
"cur15_sta.2131","FranknJohn","NA","0","NA","0"
"cur15_sta.2132","Datswer","NA","0","NA","0"
"cur15_sta.2133","The Last Warlock","NA","0","NA","0"
"cur15_sta.2134","Evolution II: Fighting for Survival","NA","0","NA","0"
"cur15_sta.2135","Paparazzi","NA","0","NA","0"
"cur15_sta.2136","Car Washer: Summer of the Ninja","NA","0","NA","0"
"cur15_sta.2137","Hauntsters","NA","0","NA","0"
"cur15_sta.2138","Exile's End","NA","0","NA","0"
"cur15_sta.2139","Save Halloween: City of Witches","NA","0","NA","0"
"cur15_sta.2140","Super Goo Goo","NA","0","NA","0"
"cur15_sta.2141","Sixth Grade Detective","NA","0","NA","0"
"cur15_sta.2142","Jaques Roque","NA","0","NA","0"
"cur15_sta.2143","Runes of Brennos","NA","0","NA","0"
"cur15_sta.2144","Ghost in the Machine","NA","0","NA","0"
"cur15_sta.2145","Luminoso","NA","0","NA","0"
"cur15_sta.2146","PING 1.5+","NA","0","NA","0"
"cur15_sta.2147","CastleAbra","NA","
                                1
                            ","NA","0"
"cur15_sta.2148","Epic Showdown","NA","0","NA","0"
"cur15_sta.2149","Hidden Mysteries: Civil War","NA","0","NA","0"
"cur15_sta.2150","Pushcat","NA","
                                1
                            ","NA","0"
"cur15_sta.2151","Capsule Force","NA","
                                3
                            ","NA","0"
"cur15_sta.2152","CHAOS - In the Darkness","NA","0","NA","0"
"cur15_sta.2153","Save the Creatures","NA","0","NA","0"
"cur15_sta.2154","Geared","NA","0","NA","0"
"cur15_sta.2155","Goscurry","NA","0","
8.7
    ","6 Ratings"
"cur15_sta.2156","Heroes of Legionwood","NA","
                                1
                            ","NA","0"
"cur15_sta.2157","VR Karts","NA","0","NA","0"
"cur15_sta.2158","Slinki","NA","0","NA","0"
"cur15_sta.2159","The Final Stand","NA","0","NA","0"
"cur15_sta.2160","Arcane Sorcery","NA","0","NA","0"
"cur15_sta.2161","1942: The Pacific Air War","NA","0","NA","0"
"cur15_sta.2162","Luxury Hotel Emporium","NA","0","NA","0"
"cur15_sta.2163","Spectra","NA","0","NA","0"
"cur15_sta.2164","Moonstrider","NA","0","NA","0"
"cur15_sta.2165","Quatro Luzes","NA","0","NA","0"
"cur15_sta.2166","Choice of the Petal Throne","NA","0","NA","0"
"cur15_sta.2167","The Tiny Tale 2","NA","0","NA","0"
"cur15_sta.2168","SUMICO: The Numbers Game","NA","0","NA","0"
"cur15_sta.2169","Voxel Blast","NA","0","NA","0"
"cur15_sta.2170","Barbarian Brawl","NA","
                                1
                            ","NA","0"
"cur15_sta.2171","Phineas and Ferb: New Inventions","NA","0","NA","0"
"cur15_sta.2172","Throbax TD","NA","0","NA","0"
"cur15_sta.2173","Blowy Fish","NA","0","NA","0"
"cur15_sta.2174","The Language Game","NA","0","NA","0"
"cur15_sta.2175","Production Inc.","NA","0","NA","0"
"cur15_sta.2176","Hypnosis","NA","0","NA","0"
"cur15_sta.2177","Disney Mickey's Typing Adventure","NA","0","NA","0"
"cur15_sta.2178","All My Gods","NA","0","NA","0"
"cur15_sta.2179","The Extinction","NA","0","NA","0"
"cur15_sta.2180","Shades of Black","NA","0","NA","0"
"cur15_sta.2181","Space - The Return Of The Pixxelfrazzer","NA","0","NA","0"
"cur15_sta.2182","Deadly Sin","NA","0","NA","0"
"cur15_sta.2183","Siege of Turtle Enclave","NA","0","NA","0"
"cur15_sta.2184","East Tower - Takashi","NA","0","NA","0"
"cur15_sta.2185","Judgement","NA","0","NA","0"
"cur15_sta.2186","Invisible Apartment Zero","NA","0","NA","0"
"cur15_sta.2187","Temporal Shift","NA","0","NA","0"
"cur15_sta.2188","BADBLOOD","NA","0","NA","0"
"cur15_sta.2189","Soda Star","NA","0","NA","0"
"cur15_sta.2190","Silver Creek Falls: Chapter 2","NA","0","NA","0"
"cur15_sta.2191","Red Bit Ninja","NA","0","NA","0"
"cur15_sta.2192","Daemon Detective Gaiden","NA","0","NA","0"
"cur15_sta.2193","Zone 22","NA","0","NA","0"
"cur15_sta.2194","Fermi's Path","NA","0","NA","0"
"cur15_sta.2195","Everything is Black and White","NA","0","NA","0"
"cur15_sta.2196","Bret Airborne","NA","0","NA","0"
"cur15_sta.2197","Fated Souls","NA","0","
4.8
    ","4 Ratings"
"cur15_sta.2198","It's Killing Time","NA","0","NA","0"
"cur15_sta.2199","Stone Tales","NA","
                                3
                            ","NA","0"
"cur15_sta.2200","InnerCube","NA","0","NA","0"
"cur15_sta.2201","The Ultimate Showdown","NA","0","NA","0"
"cur15_sta.2202","Starchaser: Priestess of the Night Sky","NA","0","NA","0"
"cur15_sta.2203","Solar War","NA","0","NA","0"
"cur15_sta.2204","Vindicator: Uprising","NA","0","NA","0"
"cur15_sta.2205","Bionite: Origins","NA","0","NA","0"
"cur15_sta.2206","Island Flight Simulator","NA","0","NA","0"
"cur15_sta.2207","The Architect","NA","0","NA","0"
"cur15_sta.2208","Brighter Day","NA","0","NA","0"
"cur15_sta.2209","Valiant: Resurrection","NA","0","NA","0"
"cur15_sta.2210","ROGUS - Kingdom of The Lost Souls","NA","
                                3
                            ","NA","0"
"cur15_sta.2211","Aspectus: Rinascimento Chronicles","NA","0","NA","0"
"cur15_sta.2212","Megatect","NA","0","NA","0"
"cur15_sta.2213","Dissonance: An Interactive Novelette","NA","0","NA","0"
"cur15_sta.2214","Rugby League Team Manager 2015","NA","0","NA","0"
"cur15_sta.2215","Way to Go!","NA","0","NA","0"
"cur15_sta.2216","Dawn of the Plow","NA","0","NA","0"
"cur15_sta.2217","Lightrise","NA","0","NA","0"
"cur15_sta.2218","Celestial Tear: Demon's Revenge","NA","0","NA","0"
"cur15_sta.2219","Command: Northern Inferno","NA","0","
1.6
    ","5 Ratings"
"cur15_sta.2220","Owys","NA","0","NA","0"
"cur15_sta.2221","Super Mega Bob","NA","0","NA","0"
"cur15_sta.2222","The Lost City of Malathedra","NA","0","NA","0"
"cur15_sta.2223","Tachyon Project","NA","0","NA","0"
"cur15_sta.2224","Rumble","NA","0","NA","0"
"cur15_sta.2225","DRONE Zero Gravity","NA","0","NA","0"
"cur15_sta.2226","This Starry Midnight We Make","NA","0","NA","0"
"cur15_sta.2227","The Ables: Freepoint High","NA","0","NA","0"
"cur15_sta.2228","Bass Blocks","NA","0","NA","0"
"cur15_sta.2229","Drew and the Floating Labyrinth","NA","0","NA","0"
"cur15_sta.2230","Silicone-2","NA","0","NA","0"
"cur15_sta.2231","Mr Makeshifter","NA","0","NA","0"
"cur15_sta.2232","WonderCat Adventures","NA","
                                1
                            ","NA","0"
"cur15_sta.2233","Cubicity","NA","
                                2
                            ","NA","0"
"cur15_sta.2234","Rothschild: The Sheep Will Wake","NA","0","NA","0"
"cur15_sta.2235","Tales of Aravorn: Seasons Of The Wolf","NA","
                                2
                            ","NA","0"
"cur15_sta.2236","Rugby World Cup 2015","NA","0","
1.4
    ","8 Ratings"
"cur15_sta.2237","Starsphere","NA","0","NA","0"
"cur15_sta.2238","Farm Frenzy: Heave Ho","NA","0","NA","0"
"cur15_sta.2239","Hacker Evolution: Source Code","NA","0","NA","0"
"cur15_sta.2240","Poppy Kart","NA","0","NA","0"
"cur15_sta.2241","Arkhelom 3D","NA","0","NA","0"
"cur15_sta.2242","Fork Truck Challenge","NA","0","NA","0"
"cur15_sta.2243","The Viceroy","NA","0","NA","0"
"cur15_sta.2244","Vagrant Hearts 2","NA","0","NA","0"
"cur15_sta.2245","Rolling Shapes","NA","0","NA","0"
"cur15_sta.2246","Monkey King Saga","NA","0","NA","0"
"cur15_sta.2247","DungeonRift","NA","0","NA","0"
"cur15_sta.2248","XLarn","NA","0","NA","0"
"cur15_sta.2249","Exostorm","NA","0","NA","0"
"cur15_sta.2250","Mighty Switch Force! Hose It Down!","NA","0","NA","0"
"cur15_sta.2251","Fractured Soul","NA","
                                3
                            ","NA","0"
"cur15_sta.2252","One Final Chaos","NA","0","NA","0"
"cur15_sta.2253","The Empty Inn","NA","0","NA","0"
"cur15_sta.2254","Brain Guzzler","NA","0","NA","0"
"cur15_sta.2255","The Fall of Gods","NA","
                                1
                            ","
5.0
    ","16 Ratings"
"cur15_sta.2256","Helena the 3rd","NA","0","NA","0"
"cur15_sta.2257","XO-Planets","NA","0","NA","0"
"cur15_sta.2258","Mass Vector","NA","0","NA","0"
"cur15_sta.2259","Tisnart Tiles","NA","0","NA","0"
"cur15_sta.2260","Doomed'n Damned","NA","0","NA","0"
"cur15_sta.2261","Cloudrift","NA","0","NA","0"
"cur15_sta.2262","Ice Cream Surfer","NA","0","NA","0"
"cur15_sta.2263","APT","NA","0","NA","0"
"cur15_sta.2264","Ride the Bullet","NA","0","NA","0"
"cur15_sta.2265","InsanZ - Retro Survival Horror","NA","0","NA","0"
"cur15_sta.2266","Nature's Zombie Apocalypse","NA","0","NA","0"
"cur15_sta.2267","500 Years Act 1","NA","0","NA","0"
"cur15_sta.2268","Red Crow Mysteries: Legion","NA","0","NA","0"
"cur15_sta.2269","Super Furball","NA","0","NA","0"
"cur15_sta.2270","Professor Why: The Quantum Eye","NA","0","NA","0"
"cur15_sta.2271","AWAKE","NA","0","NA","0"
"cur15_sta.2272","SWR JST DX: Selective Memory Erase Effect","NA","0","NA","0"
"cur15_sta.2273","The Forgotten Forest","NA","0","NA","0"
"cur15_sta.2274","Cluck Yegger in Escape From The Planet of The Poultroid","NA","0","NA","0"
"cur15_sta.2275","Damn virgins","NA","
                                1
                            ","NA","0"
"cur15_sta.2276","MagNets","NA","0","NA","0"
"cur15_sta.2277","Gunjitsu","NA","0","NA","0"
"cur15_sta.2278","Replay: VHS is not dead","NA","
                                2
                            ","NA","0"
"cur15_sta.2279","Princess Battles","NA","0","NA","0"
"cur15_sta.2280","Perfection of Wisdom","NA","0","NA","0"
"cur15_sta.2281","Ongaku","NA","0","NA","0"
"cur15_sta.2282","Illuminascii","NA","0","NA","0"
"cur15_sta.2283","QuestEvent","NA","0","NA","0"
"cur15_sta.2284","Spy Bugs","NA","0","NA","0"
"cur15_sta.2285","Break the Cube","NA","0","NA","0"
"cur15_sta.2286","Fringes of the Empire","NA","0","NA","0"
"cur15_sta.2287","Card Dungeon","NA","0","NA","0"
"cur15_sta.2288","Expert Rifleman - Reloaded","NA","0","NA","0"
"cur15_sta.2289","Dungeon Highway","NA","0","NA","0"
"cur15_sta.2290","Quadle","NA","0","NA","0"
"cur15_sta.2291","Kings of Israel","NA","0","NA","0"
"cur15_sta.2292","Never Ending Night","NA","0","NA","0"
"cur15_sta.2293","Cliffs of War: Fortress Defenders","NA","0","NA","0"
"cur15_sta.2294","Shadowrun Chronicles: INFECTED Director's Cut","NA","0","NA","0"
"cur15_sta.2295","Mos Speedrun 2","NA","0","NA","0"
"cur15_sta.2296","Seeders","NA","0","
7.3
    ","6 Ratings"
"cur15_sta.2297","Chronoclysm","NA","
                                1
                            ","NA","0"
"cur15_sta.2298","Default Dan","NA","0","NA","0"
"cur15_sta.2299","Vagrant Hearts","NA","
                                1
                            ","
6.0
    ","4 Ratings"
"cur15_sta.2300","STEEL RIVALS","NA","0","NA","0"
"cur15_sta.2301","Khaba","NA","0","NA","0"
"cur15_sta.2302","Ludoku","NA","0","NA","0"
"cur15_sta.2303","SBX: Invasion","NA","0","NA","0"
"cur15_sta.2304","Break_In","NA","0","NA","0"
"cur15_sta.2305","Spirit Run - Fire vs Ice","NA","0","NA","0"
"cur15_sta.2306","Driveby Gangster","NA","0","NA","0"
"cur15_sta.2307","Xenocide","NA","0","NA","0"
"cur15_sta.2308","Spud!","NA","0","NA","0"
"cur15_sta.2309","Skyflower","NA","
                                1
                            ","NA","0"
"cur15_sta.2310","Knights of the Sky","NA","0","NA","0"
"cur15_sta.2311","Zxill: A Legend of Time","NA","0","NA","0"
"cur15_sta.2312","Adelantado Trilogy. Book One","NA","0","NA","0"
"cur15_sta.2313","Straima","NA","0","NA","0"
"cur15_sta.2314","Box Out!","NA","
                                1
                            ","NA","0"
"cur15_sta.2315","Gremlin Invasion: Survivor","NA","0","NA","0"
"cur15_sta.2316","The Way of the Pixelated Fist","NA","0","NA","0"
"cur15_sta.2317","Sentinel 4: Dark Star","NA","0","NA","0"
"cur15_sta.2318","Hills of Glory 3D","NA","0","NA","0"
"cur15_sta.2319","Rainbow Hero","NA","0","NA","0"
"cur15_sta.2320","Erwin's Timewarp","NA","0","NA","0"
"cur15_sta.2321","Turtle Odyssey","NA","0","NA","0"
"cur15_sta.2322","Age of Enigma: The Secret of the Sixth Ghost","NA","
                                2
                            ","NA","0"
"cur15_sta.2323","Build 'n Bump","NA","0","NA","0"
"cur15_sta.2324","Shmup Love Boom","NA","0","NA","0"
"cur15_sta.2325","Piloteer","NA","0","NA","0"
"cur15_sta.2326","Velocity Stream","NA","
                                1
                            ","NA","0"
"cur15_sta.2327","UnSummoning: The Spectral Horde","NA","0","NA","0"
"cur15_sta.2328","Friendship Club","NA","0","NA","0"
"cur15_sta.2329","Coated","NA","0","NA","0"
"cur15_sta.2330","Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist","NA","
                                1
                            ","NA","0"
"cur15_sta.2331","Weather Lord: The Successor's Path","NA","0","NA","0"
"cur15_sta.2332","Pirates Deck","NA","0","NA","0"
"cur15_sta.2333","The Depths of Tolagal","NA","
                                2
                            ","NA","0"
"cur15_sta.2334","Alchemist Penguin","NA","0","NA","0"
"cur15_sta.2335","Arevan","NA","0","NA","0"
"cur15_sta.2336","Russian Front","NA","0","NA","0"
"cur15_sta.2337","STEEL STRIDER","NA","
                                1
                            ","NA","0"
"cur15_sta.2338","WE ARE DOOMED","NA","0","NA","0"
"cur15_sta.2339","SkyScrappers","NA","
                                1
                            ","NA","0"
"cur15_sta.2340","The Book of Desires","NA","0","NA","0"
"cur15_sta.2341","Fruits Inc. Deluxe Pack","NA","0","NA","0"
"cur15_sta.2342","Isaac the Adventurer","NA","0","NA","0"
"cur15_sta.2343","House of Nightmares B-Movie Edition","NA","0","NA","0"
"cur15_sta.2344","Welcome to Boon Hill","NA","0","NA","0"
"cur15_sta.2345","StandPoint","NA","
                                1
                            ","NA","0"
"cur15_sta.2346","Actua Golf 3","NA","0","NA","0"
"cur15_sta.2347","Predestination","NA","0","NA","0"
"cur15_sta.2348","Nubs' Adventure","NA","0","NA","0"
"cur15_sta.2349","Invisible Apartment 2","NA","0","NA","0"
"cur15_sta.2350","XenoBloom","NA","0","NA","0"
"cur15_sta.2351","Pavel Quest","NA","0","NA","0"
"cur15_sta.2352","Deficis","NA","0","NA","0"
"cur15_sta.2353","Mystery of Unicorn Castle: The Beastmaster","NA","0","NA","0"
"cur15_sta.2354","Go To Bed: Survive The Night","NA","0","NA","0"
"cur15_sta.2355","Top Trumps Turbo","NA","0","NA","0"
"cur15_sta.2356","Sol Divide","NA","0","NA","0"
"cur15_sta.2357","You Are Not The Hero","NA","0","NA","0"
"cur15_sta.2358","Mystery Castle: The Mirror's Secret","NA","0","NA","0"
"cur15_sta.2359","Bocce Revolution","NA","0","NA","0"
"cur15_sta.2360","Call of the Ninja!","NA","0","NA","0"
"cur15_sta.2361","Amos From Outer Space","NA","0","NA","0"
"cur15_sta.2362","Strania - The Stella Machina -","NA","0","NA","0"
"cur15_sta.2363","Gamer Simulator","NA","0","NA","0"
"cur15_sta.2364","Questria: Rise Of The Robot Skullfaces","NA","
                                1
                            ","NA","0"
"cur15_sta.2365","In The Dead Of Night - Urszula's Revenge","NA","0","NA","0"
"cur15_sta.2366","Explosionade","NA","0","NA","0"
"cur15_sta.2367","JamG","NA","0","
7.8
    ","5 Ratings"
"cur15_sta.2368","Spectrum: First Light","NA","
                                2
                            ","NA","0"
"cur15_sta.2369","Freedom Cry","NA","
                                1
                            ","NA","0"
"cur15_sta.2370","TableTop Cricket","NA","0","NA","0"
"cur15_sta.2371","Knight of the Hamsters","NA","
                                1
                            ","NA","0"
"cur15_sta.2372","SCHAR: Blue Shield Alliance","NA","0","NA","0"
"cur15_sta.2373","The Light Empire","NA","0","NA","0"
"cur15_sta.2374","quadrant (2015)","NA","
                                1
                            ","NA","0"
"cur15_sta.2375","Big Thinkers Kindergarten","NA","0","
8.6
    ","7 Ratings"
"cur15_sta.2376","Tower of Eglathia","NA","0","NA","0"
"cur15_sta.2377","Teddy Terror","NA","0","NA","0"
"cur15_sta.2378","Gulf of Aden - Task Force Somalia","NA","0","NA","0"
"cur15_sta.2379","Legena: Union Tides","NA","0","NA","0"
"cur15_sta.2380","Melter Man","NA","0","NA","0"
"cur15_sta.2381","3D Paraglider","NA","0","NA","0"
"cur15_sta.2382","Crashed Lander","NA","0","NA","0"
"cur15_sta.2383","Shiny Gauntlet","NA","
                                1
                            ","NA","0"
"cur15_sta.2384","Pulsen","NA","0","NA","0"
"cur15_sta.2385","Caverns of the Snow Witch","NA","0","NA","0"
"cur15_sta.2386","Carrotting Brain","NA","0","NA","0"
"cur15_sta.2387","Pahelika: Secret Legends","NA","0","
6.0
    ","4 Ratings"
"cur15_sta.2388","Prometheus - The Fire Thief","NA","0","NA","0"
"cur15_sta.2389","Alarameth TD","NA","0","NA","0"
"cur15_sta.2390","Purgatory: War of the Damned","NA","0","NA","0"
"cur15_sta.2391","Polychromatic","NA","0","NA","0"
"cur15_sta.2392","Advent","NA","0","NA","0"
"cur15_sta.2393","Death Pirate","NA","0","NA","0"
"cur15_sta.2394","Apollo4x","NA","
                                1
                            ","NA","0"
"cur15_sta.2395","Venusian Vengeance","NA","
                                1
                            ","NA","0"
"cur15_sta.2396","B.A.D Battle Armor Division","NA","0","NA","0"
"cur15_sta.2397","Galaxy Union","NA","0","NA","0"
"cur15_sta.2398","Don'Yoku","NA","0","NA","0"
"cur15_sta.2399","DNO Rasa's Journey","NA","0","NA","0"
"cur15_sta.2400","Eternal Step","NA","
                                3
                            ","NA","0"
"cur15_sta.2401","Mass Destruction","NA","0","NA","0"
"cur15_sta.2402","Legends of Pixelia","NA","0","NA","0"
