"","V1","V2","V3","V4","V5"
"cur_sta.966","Rise of the Ancients","NA","0","NA","0"
"cur_sta.967","Forbidden planet","NA","0","NA","0"
"cur_sta.968","Down To One","NA","0","NA","0"
"cur_sta.969","DesertLand 2115","NA","0","NA","0"
"cur_sta.970","SparkDimension","NA","0","NA","0"
"cur_sta.971","Call Of The Mighty Warriors","NA","0","NA","0"
"cur_sta.972","Under Zero","NA","0","
8.0
    ","4 Ratings"
"cur_sta.973","Conclusion","NA","0","NA","0"
"cur_sta.974","Magdalena","NA","0","
6.0
    ","6 Ratings"
"cur_sta.975","Sleeping Valley","NA","0","NA","0"
"cur_sta.976","Remnants of a Beautiful Day","NA","0","NA","0"
"cur_sta.977","Garbage Day","NA","0","NA","0"
"cur_sta.978","Gun Brothers","NA","0","NA","0"
"cur_sta.979","Fortified","66","
                                5
                            ","
5.9
    ","9 Ratings"
"cur_sta.980","Age Of Gladiators","NA","0","NA","0"
"cur_sta.981","Poly Runner VR","NA","0","NA","0"
"cur_sta.982","Half Dead","NA","0","NA","0"
"cur_sta.983","Medusa's Labyrinth","NA","0","NA","0"
"cur_sta.984","Masky","NA","0","NA","0"
"cur_sta.985","UNLOVED","NA","0","NA","0"
"cur_sta.986","Take the Dream IX","NA","0","NA","0"
"cur_sta.987","Pharaonic","NA","
                                2
                            ","
7.2
    ","6 Ratings"
"cur_sta.988","CHKN","NA","0","NA","0"
"cur_sta.989","Castle of no Escape 2","NA","0","NA","0"
"cur_sta.990","God of Word","NA","
                                2
                            ","NA","0"
"cur_sta.991","Jelly Killer","NA","0","NA","0"
"cur_sta.992","NeuroVoider","NA","0","NA","0"
"cur_sta.993","Ultimate Booster Experience","NA","0","
7.2
    ","5 Ratings"
"cur_sta.994","Neon Space","NA","0","NA","0"
"cur_sta.995","Archimedes","NA","
                                1
                            ","NA","0"
"cur_sta.996","The Dope Game","NA","0","NA","0"
"cur_sta.997","Stellar Monarch","NA","0","NA","0"
"cur_sta.998","Zombie Parking","NA","0","NA","0"
"cur_sta.999","Stellar Interface","NA","0","NA","0"
"cur_sta.1000","Little Briar Rose","NA","
                                2
                            ","NA","0"
"cur_sta.1001","Fancy Skiing VR","NA","0","NA","0"
"cur_sta.1002","VR Ping Pong","NA","
                                1
                            ","NA","0"
"cur_sta.1003","Awareness Rooms","NA","0","NA","0"
"cur_sta.1004","Sumeru","NA","0","NA","0"
"cur_sta.1005","Maze Lord","NA","0","NA","0"
"cur_sta.1006","Duke of Alpha Centauri","NA","0","NA","0"
"cur_sta.1007","Age of Conquest IV","NA","0","NA","0"
"cur_sta.1008","Sixtieth Kilometer","NA","0","
4.2
    ","5 Ratings"
"cur_sta.1009","Prominence Poker","NA","0","NA","0"
"cur_sta.1010","Dragon Ball: Xenoverse 2","78","
                                6
                            ","
7.4
    ","68 Ratings"
"cur_sta.1011","Gnomoria","NA","
                                2
                            ","NA","0"
"cur_sta.1012","Defense Zone 3 Ultra HD","NA","0","NA","0"
"cur_sta.1013","Brushwood Buddies","NA","0","NA","0"
"cur_sta.1014","Dungeon Escape","NA","0","NA","0"
"cur_sta.1015","Plankton","NA","0","NA","0"
"cur_sta.1016","The Visitor","NA","0","NA","0"
"cur_sta.1017","Farabel","NA","
                                3
                            ","NA","0"
"cur_sta.1018","Zombie Party","NA","
                                3
                            ","NA","0"
"cur_sta.1019","Spaceport Hope","NA","0","NA","0"
"cur_sta.1020","Tenrow","NA","0","NA","0"
"cur_sta.1021","One Piece: Burning Blood","NA","
                                1
                            ","
7.4
    ","9 Ratings"
"cur_sta.1022","Islet Online","NA","0","NA","0"
"cur_sta.1023","Left Alone","NA","0","
4.3
    ","4 Ratings"
"cur_sta.1024","Unfortunate Spacemen","NA","0","NA","0"
"cur_sta.1025","Drunkn Bar Fight","NA","0","NA","0"
"cur_sta.1026","Catch Me","NA","0","NA","0"
"cur_sta.1027","Age of Barbarian: Extended Cut","NA","0","NA","0"
"cur_sta.1028","Duke Grabowski: Mighty Swashbuckler","NA","
                                2
                            ","NA","0"
"cur_sta.1029","The Survey","NA","0","NA","0"
"cur_sta.1030","Squareface","NA","0","NA","0"
"cur_sta.1031","Pro Pinball Ultra","NA","0","NA","0"
"cur_sta.1032","Blue Effect VR","NA","0","NA","0"
"cur_sta.1033","Crea","NA","
                                2
                            ","
7.5
    ","4 Ratings"
"cur_sta.1034","The Political Machine 2016","72","
                                5
                            ","NA","0"
"cur_sta.1035","The Howler","NA","0","
6.1
    ","7 Ratings"
"cur_sta.1036","Freebie","NA","0","NA","0"
"cur_sta.1037","Dungeon of Zolthan","NA","0","NA","0"
"cur_sta.1038","Cursed","NA","0","NA","0"
"cur_sta.1039","Time Leap Paradise SUPER LIVE!","NA","
                                1
                            ","NA","0"
"cur_sta.1040","Way of the Samurai 3","NA","
                                2
                            ","
7.0
    ","8 Ratings"
"cur_sta.1041","The Last Blade","NA","0","NA","0"
"cur_sta.1042","Happy Maze","NA","0","NA","0"
"cur_sta.1043","hackmud","NA","
                                1
                            ","
7.6
    ","5 Ratings"
"cur_sta.1044","Balrum","NA","
                                1
                            ","
8.1
    ","13 Ratings"
"cur_sta.1045","Hero Defense","NA","0","NA","0"
"cur_sta.1046","Hitman","83","
                                20
                            ","
7.3
    ","183 Ratings"
"cur_sta.1047","Evil Maze","NA","0","NA","0"
"cur_sta.1048","Zaccaria Pinball","NA","0","NA","0"
"cur_sta.1049","Sig.Null","NA","0","NA","0"
"cur_sta.1050","Star Realms","NA","0","NA","0"
"cur_sta.1051","Kim","NA","
                                2
                            ","NA","0"
"cur_sta.1052","Beeftacular","NA","
                                1
                            ","NA","0"
"cur_sta.1053","Hypersensitive Bob","NA","0","NA","0"
"cur_sta.1054","A Blind Legend","NA","0","NA","0"
"cur_sta.1055","Feesh","NA","0","NA","0"
"cur_sta.1056","A Healer Only Lives Twice","NA","
                                1
                            ","NA","0"
"cur_sta.1057","CyberThreat","NA","0","NA","0"
"cur_sta.1058","ChromaGun","NA","
                                2
                            ","
7.9
    ","15 Ratings"
"cur_sta.1059","TOXIKK","NA","
                                2
                            ","
8.6
    ","56 Ratings"
"cur_sta.1060","Clover Tale","NA","0","NA","0"
"cur_sta.1061","Supraball","NA","0","NA","0"
"cur_sta.1062","StarBreak","NA","
                                1
                            ","NA","0"
"cur_sta.1063","Windlands","NA","
                                1
                            ","NA","0"
"cur_sta.1064","A-Gents","NA","0","NA","0"
"cur_sta.1065","VRMultigames","NA","0","NA","0"
"cur_sta.1066","Thorne: Death Merchants","NA","0","NA","0"
"cur_sta.1067","Share","NA","0","NA","0"
"cur_sta.1068","Where are my Internets?","NA","0","NA","0"
"cur_sta.1069","Realities","NA","0","NA","0"
"cur_sta.1070","Bloody Walls","NA","0","NA","0"
"cur_sta.1071","Timore Inferno","NA","0","NA","0"
"cur_sta.1072","Super Blue Fighter","NA","0","NA","0"
"cur_sta.1073","Midnight","NA","0","NA","0"
"cur_sta.1074","Super Arcade Football","NA","0","NA","0"
"cur_sta.1075","Space Grunts","NA","
                                1
                            ","NA","0"
"cur_sta.1076","Dragon Rage","NA","0","NA","0"
"cur_sta.1077","SoulHunt","NA","0","NA","0"
"cur_sta.1078","Pirates of the Polygon Sea","NA","0","NA","0"
"cur_sta.1079","Paper Train Traffic","NA","0","NA","0"
"cur_sta.1080","moto RKD dash","NA","0","NA","0"
"cur_sta.1081","Access Denied","NA","0","NA","0"
"cur_sta.1082","Cashtronauts","NA","0","NA","0"
"cur_sta.1083","Rescue Bear Operation","NA","0","NA","0"
"cur_sta.1084","Where's My Mommy?","NA","0","
3.6
    ","5 Ratings"
"cur_sta.1085","boxlife","NA","0","NA","0"
"cur_sta.1086","Dungeon Fighter Online","78","
                                5
                            ","
8.5
    ","59 Ratings"
"cur_sta.1087","Flesh Eaters","NA","0","NA","0"
"cur_sta.1088","The Adventures of Tree","NA","0","NA","0"
"cur_sta.1089","MSI Electric City","NA","0","NA","0"
"cur_sta.1090","Spaera","NA","0","NA","0"
"cur_sta.1091","Hero Zero","NA","0","NA","0"
"cur_sta.1092","MachineCraft","NA","0","NA","0"
"cur_sta.1093","Super Mustache","NA","0","NA","0"
"cur_sta.1094","Batman: The Telltale Series","64","
                                16
                            ","
6.9
    ","112 Ratings"
"cur_sta.1095","Legend of Numbers","NA","0","NA","0"
"cur_sta.1096","Artificial Defense","NA","0","NA","0"
"cur_sta.1097","Death by Game Show","50","
                                10
                            ","NA","0"
"cur_sta.1098","Cally's Trials","NA","0","NA","0"
"cur_sta.1099","BalanCity","NA","
                                1
                            ","NA","0"
"cur_sta.1100","Bridge Constructor Stunts","NA","0","NA","0"
"cur_sta.1101","The Temporal Invasion","NA","0","
8.3
    ","4 Ratings"
"cur_sta.1102","Kombine","NA","0","NA","0"
"cur_sta.1103","Rescue your chickens","NA","0","NA","0"
"cur_sta.1104","Glitchspace","NA","
                                2
                            ","NA","0"
"cur_sta.1105","ARAYA","NA","0","
5.4
    ","5 Ratings"
"cur_sta.1106","The Last Leviathan","NA","
                                1
                            ","NA","0"
"cur_sta.1107","Voodoo Garden","NA","0","NA","0"
"cur_sta.1108","Rescue the Great Demon 2","NA","0","NA","0"
"cur_sta.1109","Uncrewed","NA","0","NA","0"
"cur_sta.1110","Heroes of the Monkey Tavern","NA","0","NA","0"
"cur_sta.1111","Think To Die 2","NA","0","NA","0"
"cur_sta.1112","Prehistoric Tales","NA","0","NA","0"
"cur_sta.1113","Malus Code","NA","0","NA","0"
"cur_sta.1114","Diesel Guns","NA","0","NA","0"
"cur_sta.1115","Haven Moon","NA","
                                1
                            ","
4.4
    ","5 Ratings"
"cur_sta.1116","Bullshot","NA","0","NA","0"
"cur_sta.1117","GemBreak","NA","0","NA","0"
"cur_sta.1118","Super Dungeon Tactics","NA","
                                1
                            ","NA","0"
"cur_sta.1119","Catch Canvas","NA","0","NA","0"
"cur_sta.1120","BUSTED!","NA","0","NA","0"
"cur_sta.1121","Cherry Tree High Girls' Fight","NA","0","NA","0"
"cur_sta.1122","SizeBlock","NA","0","NA","0"
"cur_sta.1123","Whispers","NA","0","NA","0"
"cur_sta.1124","Moon Colonization Project","NA","0","NA","0"
"cur_sta.1125","Experience","NA","0","NA","0"
"cur_sta.1126","Random Journey","NA","0","NA","0"
"cur_sta.1127","Off-Road Super Racing","NA","0","NA","0"
"cur_sta.1128","Time Of Silence","NA","0","NA","0"
"cur_sta.1129","Epsilon corp.","NA","0","NA","0"
"cur_sta.1130","Sleight","NA","0","NA","0"
"cur_sta.1131","Invisible Mind","NA","0","NA","0"
"cur_sta.1132","The Last Hope","NA","0","NA","0"
"cur_sta.1133","SweatShop","NA","0","NA","0"
"cur_sta.1134","bit Dungeon+","NA","0","NA","0"
"cur_sta.1135","Envoy 2","NA","0","NA","0"
"cur_sta.1136","Medieval Defenders","NA","0","NA","0"
"cur_sta.1137","So Many Cubes","NA","0","NA","0"
"cur_sta.1138","Grizzly Valley","NA","0","NA","0"
"cur_sta.1139","Better Late Than DEAD","NA","
                                3
                            ","NA","0"
"cur_sta.1140","Rescue Lucy","NA","0","NA","0"
"cur_sta.1141","Stern Pinball Arcade","NA","0","NA","0"
"cur_sta.1142","1943 Megami Strike","NA","0","NA","0"
"cur_sta.1143","Plastic Playground","NA","0","NA","0"
"cur_sta.1144","What The Heck, Dude?","NA","0","NA","0"
"cur_sta.1145","Locked-in syndrome","NA","0","NA","0"
"cur_sta.1146","Zombies On A Plane","NA","
                                2
                            ","
3.8
    ","4 Ratings"
"cur_sta.1147","The Dreamlord","NA","0","NA","0"
"cur_sta.1148","Neon Prism","NA","0","NA","0"
"cur_sta.1149","Steno Arcade","NA","0","NA","0"
"cur_sta.1150","WARSHIFT","NA","
                                1
                            ","NA","0"
"cur_sta.1151","Stellar Overload","NA","0","NA","0"
"cur_sta.1152","Smashing the Battle","NA","
                                1
                            ","NA","0"
"cur_sta.1153","Investigator","NA","
                                1
                            ","
5.0
    ","7 Ratings"
"cur_sta.1154","Zolg","NA","0","NA","0"
"cur_sta.1155","Tyto Ecology","NA","0","NA","0"
"cur_sta.1156","Caravan","NA","
                                3
                            ","
6.7
    ","6 Ratings"
"cur_sta.1157","Where's My Helmet?","NA","0","NA","0"
"cur_sta.1158","Spell Fighter VR","NA","0","NA","0"
"cur_sta.1159","Mr.President!","NA","0","NA","0"
"cur_sta.1160","Pythagoria","NA","0","NA","0"
"cur_sta.1161","TableTop Soccer","NA","0","NA","0"
"cur_sta.1162","Smell Of Death","NA","0","NA","0"
"cur_sta.1163","BossConstructor","NA","0","NA","0"
"cur_sta.1164","Sentry Knight Tactics","NA","0","NA","0"
"cur_sta.1165","Arkshot","NA","0","NA","0"
"cur_sta.1166","Wonder Boy Returns","NA","
                                1
                            ","NA","0"
"cur_sta.1167","Aqua Moto Racing Utopia","NA","
                                2
                            ","
8.5
    ","10 Ratings"
"cur_sta.1168","Ancient Guardian","NA","0","NA","0"
"cur_sta.1169","Princess.Loot.Pixel.Again","NA","0","NA","0"
"cur_sta.1170","Governor of Poker 3","NA","0","NA","0"
"cur_sta.1171","Cossacks 3","63","
                                19
                            ","
5.4
    ","126 Ratings"
"cur_sta.1172","Monster Puzzle","NA","0","NA","0"
"cur_sta.1173","To The Capital","NA","0","NA","0"
"cur_sta.1174","Cockroach Simulator","NA","0","NA","0"
"cur_sta.1175","GO AWAY, THERE'S KUMIS OVER THERE!","NA","0","NA","0"
"cur_sta.1176","Shift","NA","0","NA","0"
"cur_sta.1177","Farnham Fables","NA","0","NA","0"
"cur_sta.1178","Gun Rocket","NA","0","NA","0"
"cur_sta.1179","IKEA VR Experience","NA","0","
2.0
    ","5 Ratings"
"cur_sta.1180","LoveBeat","NA","0","NA","0"
"cur_sta.1181","Masked Shooters 2","NA","0","NA","0"
"cur_sta.1182","Antenna","NA","0","NA","0"
"cur_sta.1183","Rage Wars","NA","0","NA","0"
"cur_sta.1184","President Erect VR","NA","0","NA","0"
"cur_sta.1185","Tomato Way","NA","0","
7.3
    ","4 Ratings"
"cur_sta.1186","The Magical Silence","NA","0","NA","0"
"cur_sta.1187","Simutrans","NA","0","NA","0"
"cur_sta.1188","Force of Nature","NA","
                                1
                            ","NA","0"
"cur_sta.1189","Neon Space 2","NA","0","
2.8
    ","4 Ratings"
"cur_sta.1190","Rubek","NA","0","NA","0"
"cur_sta.1191","Celestial Crossing","NA","0","NA","0"
"cur_sta.1192","Fortify (Holgersson Entertainment)","NA","0","NA","0"
"cur_sta.1193","Special Tactics","NA","
                                3
                            ","NA","0"
"cur_sta.1194","Mausoleum of the Medusa","NA","0","NA","0"
"cur_sta.1195","Casey Powell Lacrosse 16","NA","
                                2
                            ","
8.5
    ","19 Ratings"
"cur_sta.1196","Hope Lake","NA","0","NA","0"
"cur_sta.1197","StarsOne","NA","0","NA","0"
"cur_sta.1198","Antihorror","NA","0","NA","0"
"cur_sta.1199","Radiation Island","NA","0","NA","0"
"cur_sta.1200","Royal Heroes","NA","0","NA","0"
"cur_sta.1201","Riddles Of The Past","NA","0","NA","0"
"cur_sta.1202","Mount Wingsuit","NA","0","NA","0"
"cur_sta.1203","Hunger Dungeon","NA","0","NA","0"
